,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
1299,1,52,2,1,1,8,acept,not furnished,760,"3,000",145,39,"3,944"
1300,1,100,2,2,1,10,acept,furnished,"1,190","1,625",66,7,"2,888"
1301,1,75,2,2,1,14,acept,not furnished,736,"2,629",0,10,"3,375"
1302,0,30,1,1,0,-,not acept,not furnished,0,"1,400",0,22,"1,422"
1303,1,70,2,2,1,1,not acept,not furnished,280,"1,000",138,13,"1,431"
1304,1,55,2,1,0,-,acept,not furnished,0,"2,000",75,31,"2,106"
1305,1,23,1,1,0,25,acept,not furnished,399,"2,150",0,28,"2,577"
1306,1,250,3,4,3,8,acept,not furnished,"2,850","9,000",834,115,"12,800"
1307,1,240,4,5,3,4,acept,not furnished,"3,500","15,000","1,250",191,"19,940"
1308,1,110,2,1,1,-,acept,not furnished,0,"1,500",163,23,"1,686"
1309,0,52,2,1,1,4,acept,furnished,320,"1,800",70,23,"2,213"
1310,1,20,1,1,0,5,not acept,furnished,420,"1,700",54,22,"2,196"
1311,1,40,1,1,0,-,not acept,not furnished,0,780,17,12,809
1312,1,35,1,1,1,4,not acept,not furnished,570,"1,200",46,16,"1,832"
1313,1,92,3,1,2,3,acept,furnished,418,"2,200",0,28,"2,646"
1314,1,700,4,6,6,-,acept,not furnished,0,"12,500","2,176",188,"14,860"
1315,1,50,1,1,1,7,acept,furnished,"2,000","2,000",382,26,"4,408"
1316,1,141,3,3,2,3,acept,not furnished,"1,100","7,935",167,101,"9,303"
1317,1,60,2,2,1,14,not acept,furnished,"2,435","2,600",184,33,"5,252"
1318,1,333,3,4,4,27,acept,furnished,"1,700","13,000",500,165,"15,370"
1319,1,48,1,1,0,3,acept,not furnished,90,950,90,26,"1,156"
1320,1,101,3,4,2,4,not acept,furnished,"1,037","6,664",359,85,"8,145"
1321,1,35,1,1,1,2,acept,not furnished,762,"2,850",84,37,"3,733"
1322,1,312,3,6,3,-,acept,furnished,0,"6,300","1,063",95,"7,458"
1323,1,40,1,1,0,14,not acept,furnished,810,"3,800",162,49,"4,821"
1324,1,45,1,1,1,2,not acept,furnished,"1,900","4,200",350,54,"6,504"
1325,1,145,3,3,2,1,acept,furnished,"1,088","5,800",250,74,"7,212"
1326,1,350,3,4,5,-,acept,not furnished,Incluso,"5,500","1,092",83,"6,675"
1327,1,170,3,3,1,6,acept,not furnished,"1,300","2,260",200,29,"3,789"
1328,1,270,3,3,2,8,acept,furnished,"3,370","5,500",995,70,"9,935"
1329,1,70,2,2,0,-,not acept,not furnished,0,"3,800",90,58,"3,948"
1330,1,50,2,1,1,6,acept,furnished,400,"1,900",0,15,"2,315"
1331,1,33,1,1,1,19,not acept,furnished,400,"3,413",0,12,"3,825"
1332,0,70,3,1,1,1,acept,not furnished,650,"1,300",17,17,"1,984"
1333,1,240,3,2,3,-,acept,not furnished,0,"5,900",500,89,"6,489"
1334,1,53,1,1,1,4,acept,not furnished,690,"4,398",200,56,"5,344"
1335,1,50,2,1,1,-,acept,not furnished,500,"1,060",5,14,"1,579"
1336,1,55,2,1,1,7,not acept,not furnished,784,"3,900",135,50,"4,869"
1337,1,500,5,6,5,-,acept,not furnished,0,"12,500","1,898",188,"14,590"
1338,1,380,2,4,0,21,acept,furnished,"3,490","6,800","2,863",87,"13,240"
1339,1,48,1,1,1,4,acept,not furnished,633,"3,400",114,44,"4,191"
1340,1,30,1,1,0,1,acept,furnished,350,"3,300",0,42,"3,692"
1341,0,138,3,4,3,8,acept,not furnished,"1,278","5,000",405,64,"6,747"
1342,1,100,2,4,2,12,not acept,furnished,885,"3,000",330,39,"4,254"
1343,1,320,3,4,3,-,acept,not furnished,0,"6,000",484,91,"6,575"
1344,1,351,3,4,2,17,not acept,furnished,"2,400","9,500","1,192",121,"13,210"
1345,1,190,4,3,3,8,acept,not furnished,"1,200","5,700",71,73,"7,044"
1346,1,55,2,1,1,3,acept,not furnished,720,"2,170",12,28,"2,930"
1347,1,62,2,1,1,2,acept,not furnished,"1,000","5,000",184,64,"6,248"
1348,1,130,3,2,1,3,acept,not furnished,"2,400","4,500",317,58,"7,275"
1349,1,61,2,1,1,6,acept,not furnished,897,"2,100",96,27,"3,120"
1350,1,150,3,4,3,18,not acept,furnished,"2,200","7,500",622,54,"10,380"
1351,0,87,2,1,0,10,acept,not furnished,415,"1,100",82,14,"1,611"
1352,1,156,3,4,3,4,acept,not furnished,"1,650","9,000",667,115,"11,430"
1353,1,33,1,1,0,12,acept,not furnished,300,"1,655",0,21,"1,976"
1354,1,46,1,1,1,7,acept,not furnished,486,"1,816",83,8,"2,393"
1355,1,45,1,1,1,9,acept,not furnished,427,"2,142",Incluso,20,"2,589"
1356,1,50,2,1,1,5,acept,not furnished,570,"1,100",0,14,"1,684"
1357,1,90,2,2,2,-,acept,furnished,0,"4,100",0,62,"4,162"
1358,1,280,3,4,3,4,not acept,not furnished,"4,200","7,600","1,250",97,"13,150"
1359,1,98,2,3,2,8,acept,furnished,"1,907","8,500",468,108,"10,980"
1360,1,65,2,1,2,21,acept,not furnished,"1,111","4,000",233,51,"5,395"
1361,1,100,1,2,2,1,acept,furnished,"2,344","7,000",757,89,"10,190"
1362,1,170,3,5,3,1,acept,furnished,"2,900","9,900",724,126,"13,650"
1363,1,60,1,1,1,7,acept,furnished,"1,800","2,000",0,26,"3,826"
1364,1,400,3,5,6,-,acept,furnished,0,"4,700",125,71,"4,896"
1365,1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
1366,1,85,3,2,2,-,acept,not furnished,100,"2,500",75,38,"2,713"
1367,1,300,3,3,4,-,acept,not furnished,1,"3,700",950,56,"4,707"
1368,1,70,2,1,1,3,not acept,not furnished,710,860,45,11,"1,626"
1369,1,38,1,1,1,5,not acept,furnished,"1,450","3,400",0,44,"4,894"
1370,1,186,4,4,3,11,acept,not furnished,"1,900","6,000",584,77,"8,561"
1371,1,20,1,1,0,6,acept,furnished,602,"1,800",130,23,"2,555"
1372,1,210,3,3,2,15,not acept,furnished,"3,500","8,667",834,110,"13,110"
1373,1,80,3,2,2,12,not acept,furnished,770,"3,008",211,39,"4,028"
1374,1,22,1,1,0,25,acept,not furnished,385,"2,100",40,27,"2,552"
1375,1,70,3,2,1,3,acept,not furnished,"1,087","3,700",38,47,"4,872"
1376,1,162,3,3,1,8,acept,not furnished,"2,150","7,000",492,89,"9,731"
1377,1,20,1,1,0,5,acept,furnished,602,"1,800",130,23,"2,555"
1378,1,210,3,3,4,8,acept,not furnished,"3,000","12,000",834,153,"15,990"
1379,1,250,4,2,5,-,acept,not furnished,0,"4,400",71,67,"4,538"
1380,1,150,2,1,2,-,acept,not furnished,300,"1,800",136,28,"2,264"
1381,1,204,4,5,3,10,not acept,not furnished,"1,900","8,000",417,102,"10,420"
1382,1,93,2,2,1,8,acept,not furnished,"1,258","2,490",12,32,"3,792"
1383,1,90,3,1,1,4,acept,not furnished,638,"1,600",225,21,"2,484"
1384,1,70,3,1,1,12,acept,not furnished,800,"3,000",0,39,"3,839"
1385,1,65,2,2,1,6,acept,not furnished,481,"1,890",125,24,"2,520"
1386,1,45,2,1,1,14,acept,not furnished,270,"1,500",82,20,"1,872"
1387,1,204,4,6,4,8,acept,furnished,"3,900","6,800",940,87,"11,730"
1388,1,240,3,3,2,-,acept,not furnished,0,"4,000",292,61,"4,353"
1389,1,56,1,1,1,10,not acept,furnished,"1,340","2,925",251,10,"4,526"
1390,1,80,3,2,1,6,acept,not furnished,850,"1,790",209,23,"2,872"
1391,1,88,3,3,2,14,acept,not furnished,750,"2,600",169,33,"3,552"
1392,1,60,1,1,2,11,acept,furnished,"2,320","4,600",267,59,"7,246"
1393,1,240,4,3,1,-,acept,not furnished,0,"10,200",470,154,"10,820"
1394,1,60,2,1,1,-,not acept,not furnished,Incluso,"1,700",23,26,"1,749"
1395,0,240,3,4,2,-,acept,not furnished,0,"3,000",250,46,"3,296"
1396,1,37,2,1,0,1,not acept,not furnished,0,"1,500",25,20,"1,545"
1397,1,84,3,1,1,6,acept,not furnished,800,"3,000",215,39,"4,054"
1398,1,260,3,2,2,9,acept,not furnished,"4,560","12,000",732,153,"17,450"
1399,1,70,2,1,1,6,acept,not furnished,675,"1,380",69,18,"2,142"
1400,0,151,3,2,3,10,acept,furnished,"1,400","2,500",251,32,"4,183"
1401,1,120,2,1,0,-,acept,not furnished,0,"1,500",90,23,"1,613"
1402,1,250,3,2,2,-,acept,not furnished,0,"3,500",250,53,"3,803"
1403,1,187,3,3,3,13,acept,furnished,"4,357","5,000","1,270",64,"10,690"
1404,1,87,2,2,1,4,acept,not furnished,969,"6,675",167,85,"7,896"
1405,1,455,4,5,4,5,acept,not furnished,"8,500","19,500","3,334",248,"31,580"
1406,1,210,4,5,3,12,acept,furnished,"2,620","2,975","1,184",38,"6,817"
1407,1,160,3,4,2,-,acept,not furnished,0,"4,300",209,65,"4,574"
1408,1,110,6,5,7,-,acept,not furnished,Sem info,"9,810","1,000",148,"10,960"
1409,1,142,4,4,3,15,not acept,not furnished,"1,661","2,980",559,38,"5,238"
1410,1,700,5,7,8,-,acept,furnished,0,"6,000","1,800",91,"7,891"
1411,1,45,1,1,1,7,acept,furnished,420,"2,050",162,26,"2,658"
1412,1,130,3,2,1,1,not acept,not furnished,"1,144","4,300",167,55,"5,666"
1413,0,147,4,3,1,-,acept,not furnished,0,"3,500",62,53,"3,615"
1414,1,150,2,1,0,1,acept,not furnished,180,"2,285",100,29,"2,594"
1415,1,130,2,3,2,-,acept,not furnished,0,"2,500",42,38,"2,580"
1416,1,89,3,2,1,14,acept,not furnished,800,"1,760",100,23,"2,683"
1417,0,103,2,1,1,4,not acept,not furnished,635,"1,100",84,14,"1,833"
1418,0,100,3,2,1,3,acept,not furnished,690,"1,300",76,17,"2,083"
1419,1,310,2,6,3,11,not acept,not furnished,"2,300","6,000",764,77,"9,141"
1420,1,100,2,3,1,6,acept,not furnished,"1,400","2,900",100,37,"4,437"
1421,1,70,2,2,1,-,acept,not furnished,0,"2,400",67,37,"2,504"
1422,1,148,3,3,0,6,acept,not furnished,"2,056","2,400",200,31,"4,687"
1423,1,80,3,1,1,8,acept,furnished,703,"2,500",87,32,"3,322"
1424,1,52,1,1,1,7,acept,not furnished,626,"1,823",0,21,"2,470"
1425,1,39,2,1,1,-,not acept,not furnished,150,"1,500",38,23,"1,711"
1426,0,94,3,1,0,6,acept,not furnished,710,"1,100",90,14,"1,914"
1427,1,173,7,2,0,-,not acept,not furnished,0,"4,800",0,73,"4,873"
1428,1,300,5,6,6,-,acept,not furnished,0,"9,500","2,084",143,"11,730"
1429,1,651,7,7,8,-,acept,not furnished,0,"8,500","1,595",128,"10,220"
1430,1,19,1,1,0,-,not acept,not furnished,0,"1,200",41,16,"1,257"
1431,1,355,4,5,5,21,not acept,furnished,"5,700","15,000","2,977",191,"23,870"
1432,0,45,2,1,1,1,acept,not furnished,300,870,0,12,"1,182"
1433,1,75,1,1,1,9,acept,not furnished,850,"2,900",46,37,"3,833"
1434,1,60,2,1,1,4,acept,not furnished,603,"1,275",109,17,"2,004"
1435,0,277,3,4,4,-,acept,not furnished,0,"3,270",28,50,"3,348"
1436,0,71,2,1,1,7,acept,not furnished,670,"1,150",114,15,"1,949"
1437,1,114,3,1,0,-,acept,not furnished,0,"2,650",150,40,"2,840"
1438,1,138,3,3,2,11,acept,not furnished,960,"3,000",100,39,"4,099"
1439,1,90,3,2,2,4,acept,furnished,808,"3,600",253,46,"4,707"
1440,1,235,3,2,2,-,not acept,not furnished,0,"8,000",417,121,"8,538"
1441,1,136,4,2,3,12,acept,not furnished,"1,200","3,300",250,42,"4,792"
1442,1,20,1,1,0,-,acept,furnished,602,"1,800",130,23,"2,555"
1443,1,36,1,1,0,13,not acept,not furnished,270,"1,240",0,16,"1,526"
1444,1,210,3,4,3,6,acept,not furnished,"3,900","13,000","1,417",165,"18,480"
1445,1,60,2,1,1,10,acept,not furnished,350,"1,880",0,24,"2,254"
1446,1,325,5,5,4,-,acept,not furnished,0,"6,000",420,91,"6,511"
1447,0,43,2,1,1,-,acept,not furnished,274,"1,061",7,14,"1,356"
1448,0,170,3,2,2,-,acept,not furnished,Incluso,"2,300",98,35,"2,433"
1449,0,55,1,2,0,6,acept,not furnished,504,842,0,3,"1,349"
1450,1,200,3,3,1,8,acept,not furnished,"1,687","5,800",365,74,"7,926"
1451,1,150,3,2,1,-,not acept,not furnished,0,"2,500",59,38,"2,597"
1452,1,140,2,1,0,-,acept,not furnished,0,"1,650",167,25,"1,842"
1453,1,160,3,3,1,6,acept,not furnished,"2,000","4,500",84,58,"6,642"
1454,1,300,3,4,4,-,acept,not furnished,1,"2,800",292,43,"3,136"
1455,1,408,4,6,3,20,acept,not furnished,"2,800","15,000","1,667",191,"19,660"
1456,1,99,3,2,1,8,not acept,not furnished,970,"2,100",180,27,"3,277"
1457,1,180,3,2,1,2,acept,not furnished,"1,000","10,000",180,127,"11,310"
1458,1,230,4,5,4,-,acept,not furnished,0,"8,000",526,121,"8,647"
1459,1,210,4,4,3,9,acept,not furnished,"2,100","9,100",667,116,"11,980"
1460,1,440,1,2,4,-,acept,not furnished,1,"9,800",584,148,"10,530"
1461,1,55,2,2,2,6,acept,not furnished,780,"1,150",142,15,"2,087"
1462,0,70,1,2,1,11,not acept,furnished,"1,700","1,500",184,20,"3,404"
1463,1,370,5,4,3,-,acept,not furnished,0,"14,000","1,290",211,"15,500"
1464,1,157,3,3,1,5,acept,not furnished,"1,325","4,500",347,58,"6,230"
1465,1,176,3,3,3,9,acept,not furnished,"1,950","5,000",542,64,"7,556"
1466,0,78,3,1,1,2,acept,not furnished,500,850,50,11,"1,411"
1467,1,35,1,1,0,7,not acept,not furnished,411,"1,080",35,14,"1,540"
1468,0,52,1,1,1,8,acept,not furnished,650,"1,200",29,16,"1,895"
1469,1,240,4,4,3,1,acept,not furnished,"2,800","4,200",792,54,"7,846"
1470,1,84,2,3,2,8,acept,not furnished,859,"4,000",261,16,"5,136"
1471,1,125,3,3,2,-,acept,not furnished,0,"2,800",38,43,"2,881"
1472,0,78,3,2,1,15,acept,not furnished,542,"1,935",78,9,"2,564"
1473,0,58,2,1,1,1,acept,furnished,385,"3,500",64,45,"3,994"
1474,1,113,3,2,2,1,acept,not furnished,800,"1,915",0,7,"2,722"
1475,1,52,1,1,1,8,not acept,not furnished,"1,700","4,420",188,57,"6,365"
1476,1,28,1,1,0,6,acept,not furnished,376,"1,450",67,19,"1,912"
1477,1,54,1,1,0,8,acept,not furnished,350,"1,940",3,25,"2,318"
1478,1,270,4,4,4,5,acept,not furnished,"4,500","12,850","1,834",163,"19,350"
1479,1,220,3,3,3,9,acept,not furnished,"3,500","8,900","1,466",113,"13,980"
1480,1,118,3,3,2,5,not acept,not furnished,"1,800","9,000",352,115,"11,270"
1481,1,92,3,2,1,9,not acept,not furnished,"1,022","3,112",0,13,"4,147"
1482,1,62,2,1,1,17,not acept,not furnished,716,"3,356",217,13,"4,302"
1483,1,250,3,4,3,11,acept,not furnished,"4,000","5,100",975,65,"10,140"
1484,0,750,4,5,5,-,not acept,not furnished,0,"10,400",667,157,"11,220"
1485,1,177,3,2,2,-,acept,not furnished,0,"4,000",459,61,"4,520"
1486,1,138,3,2,1,7,not acept,not furnished,"2,000","7,600",238,97,"9,935"
1487,1,140,3,2,1,5,acept,not furnished,"1,091","5,000",292,64,"6,447"
1488,1,450,4,5,6,-,not acept,furnished,0,"9,000","1,150",136,"10,290"
1489,1,167,3,3,3,4,acept,not furnished,"2,334","1,670",555,22,"4,581"
1490,1,30,1,1,1,11,not acept,furnished,"1,600","2,900",180,37,"4,717"
1491,1,120,3,2,0,-,acept,not furnished,0,"2,250",0,34,"2,284"
1492,0,60,2,1,1,-,acept,not furnished,485,800,60,11,"1,356"
1493,1,210,3,3,4,-,acept,not furnished,0,"3,294",276,50,"3,620"
1494,1,49,1,1,1,7,acept,furnished,"1,730","6,200",0,79,"8,009"
1495,1,75,2,2,1,8,acept,furnished,930,"2,950",110,38,"4,028"
1496,1,109,3,2,1,2,acept,not furnished,"1,450","5,300",0,68,"6,818"
1497,1,57,1,2,0,17,acept,not furnished,670,"1,400",0,18,"2,088"
1498,1,100,4,2,2,-,acept,not furnished,0,"3,500",42,53,"3,595"
1499,1,70,2,2,2,11,not acept,furnished,"2,847","3,290",590,42,"6,769"
1500,1,250,3,2,8,-,acept,not furnished,0,"6,500","1,360",98,"7,958"
1501,1,103,3,2,2,6,acept,not furnished,"1,150","3,000",459,39,"4,648"
1502,1,90,3,2,2,11,not acept,not furnished,"3,160","5,000",384,64,"8,608"
1503,0,273,4,2,2,4,acept,furnished,"2,100","2,770",366,36,"5,272"
1504,1,37,1,1,0,31,not acept,furnished,583,"1,650",57,21,"2,311"
1505,1,61,2,1,1,4,acept,not furnished,459,"1,850",0,24,"2,333"
1506,1,64,2,2,1,-,not acept,not furnished,773,"1,900",152,29,"2,854"
1507,1,220,3,5,4,10,acept,not furnished,"2,250","6,800",84,87,"9,221"
1508,1,58,2,2,1,1,acept,not furnished,553,"2,530",0,22,"3,105"
1509,1,145,3,3,3,6,acept,not furnished,"1,100","12,000",667,153,"13,920"
1510,1,380,5,5,4,-,acept,not furnished,500,"15,000","1,172",226,"16,900"
1511,1,93,3,2,2,7,acept,not furnished,750,"2,200",84,28,"3,062"
1512,1,36,1,1,1,8,acept,not furnished,323,"2,150",85,28,"2,586"
1513,1,78,2,2,1,2,acept,furnished,"1,250","7,250",390,92,"8,982"
1514,1,38,2,1,1,3,acept,not furnished,140,"1,250",15,16,"1,421"
1515,0,101,3,2,2,1,acept,not furnished,632,"2,200",119,28,"2,979"
1516,1,400,4,5,5,-,acept,not furnished,0,"7,200",350,109,"7,659"
1517,1,65,2,1,0,4,acept,not furnished,"1,261","1,450",166,19,"2,896"
1518,1,248,3,4,3,2,acept,not furnished,"4,325","5,300","1,521",68,"11,210"
1519,1,360,3,5,6,17,acept,not furnished,"7,552","3,000","4,830",39,"15,420"
1520,1,47,2,1,1,6,acept,not furnished,500,"1,500",0,20,"2,020"
1521,1,56,1,1,1,8,acept,not furnished,"2,500","4,600",467,59,"7,626"
1522,1,190,3,3,1,3,acept,not furnished,"2,150","6,300",459,80,"8,989"
1523,1,69,3,1,1,8,acept,not furnished,650,"1,350",84,18,"2,102"
1524,1,235,3,2,2,5,acept,furnished,"3,650","7,200",626,92,"11,570"
1525,1,120,3,3,0,8,acept,furnished,681,"5,112",0,17,"5,810"
1526,1,70,1,1,1,2,acept,not furnished,300,"1,200",157,16,"1,673"
1527,1,196,3,5,3,3,acept,furnished,"3,338","8,440","1,223",60,"13,060"
1528,1,89,3,3,2,8,not acept,not furnished,965,"3,800",150,49,"4,964"
1529,1,33,1,1,1,5,acept,not furnished,330,"1,500",79,20,"1,929"
1530,1,68,1,2,1,6,acept,furnished,"2,304","9,000",532,115,"11,950"
1531,0,110,3,2,2,7,not acept,not furnished,900,"2,100",100,27,"3,127"
1532,1,40,1,1,1,14,not acept,furnished,470,"3,990",90,51,"4,601"
1533,0,999,5,7,8,-,acept,not furnished,0,"14,000",667,211,"14,880"
1534,1,33,1,1,0,1,not acept,not furnished,250,"1,305",0,17,"1,572"
1535,1,200,4,3,2,10,acept,furnished,"2,400","4,500","1,334",58,"8,292"
1536,1,82,2,2,2,4,acept,not furnished,924,"2,827",291,36,"4,078"
1537,1,240,4,2,2,6,acept,not furnished,"2,800","3,000",292,39,"6,131"
1538,0,58,1,1,0,5,acept,not furnished,540,900,66,12,"1,518"
1539,1,80,2,2,1,8,not acept,furnished,"1,000","4,500",250,58,"5,808"
1540,1,300,4,2,6,-,acept,not furnished,0,"5,000",250,76,"5,326"
1541,1,400,4,5,3,-,acept,not furnished,0,"15,000","1,750",226,"16,980"
1542,1,161,4,3,2,1,acept,not furnished,"1,450","10,000",467,127,"12,040"
1543,1,365,4,5,6,4,acept,not furnished,"3,722","13,900","2,588",177,"20,390"
1544,1,120,3,3,2,23,not acept,not furnished,"1,500","7,300",400,93,"9,293"
1545,0,104,2,2,2,7,acept,furnished,"1,100","4,200",210,54,"5,564"
1546,1,180,3,1,5,-,acept,not furnished,0,"6,500",567,98,"7,165"
1547,1,48,1,1,1,9,not acept,furnished,925,"4,300",90,55,"5,370"
1548,1,138,2,3,2,22,acept,not furnished,"1,500","9,800",545,125,"11,970"
1549,1,350,4,3,4,-,acept,not furnished,1,"7,300",600,110,"8,011"
1550,1,255,3,3,2,8,acept,furnished,"2,964","15,000",667,191,"18,820"
1551,1,98,2,3,3,13,not acept,not furnished,800,"4,150",375,53,"5,378"
1552,0,136,4,5,2,10,acept,not furnished,"1,300","3,800",280,49,"5,429"
1553,1,190,3,3,4,-,acept,furnished,1,"4,500",0,68,"4,569"
1554,1,60,2,1,1,6,acept,not furnished,760,"1,850",70,24,"2,704"
1555,1,320,4,5,0,11,acept,furnished,"4,600","8,700","2,300",142,"15,740"
1556,1,40,2,1,0,-,acept,not furnished,0,"1,100",0,17,"1,117"
1557,1,100,4,1,0,-,acept,not furnished,0,"1,600",100,25,"1,725"
1558,1,90,2,1,0,-,not acept,not furnished,0,"2,600",480,40,"3,120"
1559,1,100,2,2,1,3,acept,not furnished,299,"2,023",60,26,"2,408"
1560,1,135,3,2,1,13,acept,not furnished,"1,535","7,000",350,89,"8,974"
1561,1,100,3,3,2,-,not acept,not furnished,120,"2,000",0,31,"2,151"
1562,1,65,3,1,0,1,acept,not furnished,0,"3,655",159,47,"3,861"
1563,1,387,4,6,4,1,acept,not furnished,"5,200","6,400","2,792",82,"14,470"
1564,1,235,3,3,1,3,acept,not furnished,"2,585","5,150",575,66,"8,376"
1565,0,50,2,1,1,4,not acept,not furnished,250,"1,500",35,20,"1,805"
1566,1,77,2,2,2,18,acept,not furnished,547,"3,000",203,39,"3,789"
1567,1,120,3,3,1,14,acept,not furnished,"1,350","2,950",297,38,"4,635"
1568,0,70,2,3,1,7,acept,not furnished,"1,196","2,004",0,26,"3,226"
1569,1,40,1,1,0,2,acept,not furnished,210,"1,271",0,5,"1,486"
1570,0,295,7,6,4,-,not acept,furnished,0,"6,200",334,94,"6,628"
1571,1,320,3,3,4,-,acept,not furnished,0,"10,000","1,000",151,"11,150"
1572,1,100,2,1,1,10,not acept,furnished,"1,095","2,900",234,37,"4,266"
1573,1,153,4,3,3,3,acept,not furnished,"2,500","5,500",700,70,"8,770"
1574,1,85,3,3,2,3,acept,not furnished,"1,165","3,566",363,11,"5,105"
1575,1,450,4,4,3,-,acept,not furnished,Sem info,"11,500",875,173,"12,550"
1576,1,50,1,1,0,1,not acept,not furnished,150,810,0,11,971
1577,1,90,2,2,1,3,acept,not furnished,"1,000","3,000",50,39,"4,089"
1578,0,32,1,1,0,9,not acept,not furnished,300,600,4,8,912
1579,1,150,2,1,4,-,acept,not furnished,0,"2,800",203,43,"3,046"
1580,1,86,3,2,0,8,acept,furnished,750,"3,400",188,44,"4,382"
1581,1,230,3,5,3,3,not acept,not furnished,"3,800","11,000","1,100",140,"16,040"
1582,1,420,4,4,2,4,acept,not furnished,"3,300","13,000","1,417",165,"17,880"
1583,1,79,3,2,2,4,acept,furnished,660,"2,900",26,37,"3,623"
1584,1,400,4,4,4,-,acept,furnished,0,"10,000",912,151,"11,060"
1585,1,65,2,1,3,9,acept,not furnished,800,"2,000",217,26,"3,043"
1586,0,73,3,2,2,1,acept,not furnished,446,"2,096",124,27,"2,693"
1587,1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
1588,1,800,5,7,6,-,acept,not furnished,1,"15,000","2,051",226,"17,280"
1589,1,60,2,1,1,8,acept,furnished,470,"1,800",0,23,"2,293"
1590,1,137,3,3,3,4,acept,furnished,"1,500","9,800",417,125,"11,840"
1591,1,100,3,2,1,4,acept,not furnished,886,"3,700",96,47,"4,729"
1592,1,100,3,3,2,-,acept,not furnished,900,"4,100",100,62,"5,162"
1593,0,90,3,1,1,7,acept,not furnished,756,"1,450",20,19,"2,245"
1594,0,166,4,3,3,6,acept,not furnished,"1,860","2,150",284,28,"4,322"
1595,1,180,3,2,2,6,acept,not furnished,"2,066","5,500",518,70,"8,154"
1596,1,300,2,3,2,-,acept,furnished,0,"3,200",0,49,"3,249"
1597,1,150,3,3,2,-,acept,not furnished,0,"2,050",250,31,"2,331"
1598,1,60,1,1,1,13,acept,furnished,646,"3,900",109,50,"4,705"
1599,0,42,1,1,1,16,not acept,furnished,"1,022","1,200",134,16,"2,372"
1600,0,46,1,1,0,7,not acept,not furnished,400,700,0,9,"1,109"
1601,1,40,1,1,1,5,not acept,not furnished,603,"4,320",181,55,"5,159"
1602,0,55,1,1,1,6,acept,not furnished,640,700,36,9,"1,385"
1603,1,83,2,2,1,21,acept,not furnished,782,"4,800",174,61,"5,817"
1604,1,220,4,3,3,4,acept,not furnished,"3,200","4,000",967,51,"8,218"
1605,1,190,3,4,3,2,acept,not furnished,"3,800","5,950","1,209",76,"11,040"
1606,1,65,2,1,1,1,acept,not furnished,578,"2,050",61,29,"2,718"
1607,1,186,3,3,2,22,not acept,not furnished,"1,350","5,435",405,69,"7,259"
1608,1,80,1,1,0,-,acept,not furnished,0,"1,200",1,19,"1,220"
1609,1,175,3,4,3,7,acept,not furnished,0,"9,000",0,115,"9,115"
1610,1,95,3,2,0,-,acept,not furnished,0,"1,690",0,26,"1,716"
1611,1,86,3,1,1,6,acept,not furnished,460,"3,150",0,40,"3,650"
1612,1,300,4,4,3,-,acept,not furnished,0,"10,000",767,151,"10,920"
1613,1,108,4,3,2,4,acept,not furnished,"1,134","6,500",609,83,"8,326"
1614,0,45,1,1,1,3,acept,not furnished,521,600,38,8,"1,167"
1615,1,37,1,1,0,16,not acept,not furnished,315,"1,519",30,20,"1,884"
1616,1,30,1,1,1,10,not acept,furnished,540,"3,237",350,42,"4,169"
1617,1,246,3,4,4,9,acept,furnished,"3,350","10,000","1,480",127,"14,960"
1618,1,234,3,5,3,17,not acept,furnished,"2,750","14,000","1,334",178,"18,260"
1619,1,73,2,2,1,6,acept,furnished,"1,072","5,000",196,64,"6,332"
